comparison,dataset,sampling_policy,model,split_seed,epsilon,N,stage_index,alpha0,lambda_l1,lmaj_factor,Lmaj,eps_tol_k,mu_k,stepsize,inner_steps_per_stage,actual_update_count,train_objective,stationarity_proxy,runtime_sec,x_box,m_groups,group_names,bank_seed,bank_hash,init_w_norm,init_b,failed,source_config_N,warm_start_from_N,checkpoint_path,tr_sampled_robust_loss,tr_sampled_mean_loss,tr_robust_loss,tr_cvar_loss,tr_clean_loss,val_robust_loss,val_cvar_loss,val_clean_loss,te_robust_loss,te_cvar_loss,te_clean_loss
final_path,parkinsons,uniform_iid_nested,direct,20000618,0.15,4,2,0.003,0.01,,,0.08100000000000002,0.029214574578001515,0.0012150000000000002,500,1500,0.4771913792718918,0.18990742297610896,0.20424818992614746,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001395.0,70841cec5a80e2da,0.0,0.0,False,4,,,0.42738015023373543,0.41373314157894603,0.47349278435606235,1.093365765903217,0.41079652104391634,0.6778119242151033,1.1825029073875704,0.6038357070313808,0.40839092579781505,0.9499427842795989,0.3620640652160815
final_path,parkinsons,uniform_iid_nested,direct,20000517,0.15,8,3,0.003,0.01,,,0.0729,0.017528744746800908,0.000729,500,2000,0.4630246206749176,0.20015242963553392,0.32776808738708496,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001294.0,d0daf823d9cdc5c6,0.0,0.0,False,8,,,0.4297843328129745,0.38928284510459515,0.48276080490830414,1.2611995146449597,0.38974284267754544,0.5173409407916346,1.276064423204745,0.4355105154881374,0.45321343172441525,1.2562806363999228,0.38991636538034924
final_path,parkinsons,uniform_iid_nested,direct,20000518,0.15,8,3,0.003,0.01,,,0.0729,0.017528744746800908,0.000729,500,2000,0.4830519013628572,0.1597134827706345,0.32132482528686523,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001295.0,968c7f537e2659b0,0.0,0.0,False,8,,,0.4416180094292274,0.4218609576256057,0.5268097010152907,1.4070988462146035,0.4309586787664027,0.6828043893225256,1.9527293581066263,0.5272803026819293,0.6944456619430679,1.711518909011317,0.5411326947195115
final_path,parkinsons,uniform_iid_nested,direct,20000617,0.15,8,3,0.003,0.01,,,0.0729,0.017528744746800908,0.000729,500,2000,0.45154130803526743,0.21995253292550881,0.32164907455444336,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001394.0,2590fcde1a4aab1e,0.0,0.0,False,8,,,0.4131969449498661,0.37584282674432934,0.5402353653222975,1.4326184058318676,0.383586487108847,0.5713043906527836,1.5911624469778098,0.438943914884575,0.6270570365647762,1.316249607311335,0.49162150934950305
final_path,parkinsons,uniform_iid_nested,direct,20000618,0.15,8,3,0.003,0.01,,,0.0729,0.017528744746800908,0.000729,500,2000,0.46229850546046886,0.1649681663253434,0.3274359703063965,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001395.0,c9c4ac98baa194a0,0.0,0.0,False,8,,,0.41490773642232226,0.403052040673335,0.45635801484307736,1.1165293321321088,0.40089771798631485,0.6789793691603662,1.2121564175255821,0.5946501215604801,0.392986574226369,0.9780118116431895,0.3526300346768837
final_path,parkinsons,uniform_iid_nested,direct,20000517,0.15,16,4,0.003,0.01,,,0.06561,0.011831902704090612,0.000492075,500,2500,0.4596431712365878,0.20845433430182977,0.5840010643005371,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001294.0,a9c8b0af4f91315c,0.0,0.0,False,16,,,0.42412071550841324,0.3903432945568093,0.4554195045886395,1.2078580857815893,0.3850135303668696,0.4939804194487967,1.2422680339763255,0.4349955252887461,0.4327745309654864,1.224036582841819,0.3865686020843262
final_path,parkinsons,uniform_iid_nested,direct,20000518,0.15,16,4,0.003,0.01,,,0.06561,0.011831902704090612,0.000492075,500,2500,0.4747930033034533,0.16178187590106036,0.5658738613128662,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001295.0,60631e1f14a9c375,0.0,0.0,False,16,,,0.4370538485684109,0.4151391890440337,0.5081639133145498,1.3446636997558878,0.4236533315069776,0.66278842191361,1.8974586915340086,0.5215128586988593,0.6686730000708755,1.6609638240448596,0.5323278444936922
final_path,parkinsons,uniform_iid_nested,direct,20000617,0.15,16,4,0.003,0.01,,,0.06561,0.011831902704090612,0.000492075,500,2500,0.43976624359643857,0.20353541884062437,0.5669891834259033,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001394.0,96e1f057c4c655a8,0.0,0.0,False,16,,,0.4049560368450524,0.3663408613419819,0.5132115616120366,1.3613046281250183,0.375487298029409,0.5488846442651718,1.5621955860591612,0.43407502557060396,0.6038491080911297,1.273778480938398,0.4900375789567048
final_path,parkinsons,uniform_iid_nested,direct,20000618,0.15,16,4,0.003,0.01,,,0.06561,0.011831902704090612,0.000492075,500,2500,0.45878864048077356,0.173204843603793,0.5659482479095459,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001395.0,af7a4aea0a351df1,0.0,0.0,False,16,,,0.42290413275400957,0.39994646065341843,0.44605012231471536,1.107976526193711,0.3939201900684994,0.6664413702823457,1.2005226931535755,0.5862760312765823,0.3837510750794264,0.9775332034141722,0.3464508073301069
final_path,parkinsons,uniform_iid_nested,direct,20000517,0.15,64,5,0.003,0.01,,,0.05904900000000001,0.007099141622454369,0.0002952450000000001,500,3000,0.45115672365627923,0.19949204375219048,2.038361072540283,1.0,5,"frequency,jitter,shimmer,noise_tone,nonlinear",20001294.0,7dfd0fbd89eb2a0a,0.0,0.0,False,64,16.0,in_memory_N16_state,0.4198805489520911,0.3864413868240334,0.44329825593210304,1.205124012511452,0.3821042996822696,0.483925291860796,1.2449291947223928,0.4341194401049217,0.42463124859930085,1.2213651200841629,0.38522439551792403
